id_player_fifa,position
204280,SUB
146986,RES
167423,SUB
204475,SUB
187644,LM
223229,SUB
149064,SUB
189437,RS
171100,SUB
205070,SUB
137151,RES
174381,CM
170664,LM
156221,SUB
3325,RES
51778,RES
186537,SUB
213846,LCB
200315,RM
193696,SUB
49617,SUB
177983,SUB
7558,RM
201389,LB
173305,LM
2622,CF
4556,RES
12011,RES
201939,RWB
20801,LW
13077,RES
205068,GK
171810,LW
205555,LDM
192074,RCM
196991,RDM
149124,RB
189714,RCB
204519,SUB
231733,RM
163761,SUB
203224,RES
20799,RDM
184088,SUB
177479,RCB
208323,RB
222262,SUB
694,RDM
1373,RES
164985,LW
107261,SUB
184027,RB
205810,SUB
204389,SUB
170585,SUB
224243,LW
176054,ST
224000,RES
140200,SUB
229148,LB
226866,RES
210967,RES
190815,LCB
216380,LB
214885,RB
175657,RDM
190017,SUB
39386,LB
179875,SUB
183135,SUB
215577,RES
198046,LDM
183896,SUB
213403,RES
204147,LM
233006,LB
214620,SUB
193724,SUB
163917,SUB
203843,RB
223779,SUB
20525,RES
204920,RB
140488,SUB
216221,SUB
199554,RB
3563,RB
179789,RCB
159577,LCB
51287,RM
219781,SUB
179975,31
5134,SUB
169923,SUB
190416,LDM
181436,LDM
137561,RES
135218,RES
168283,RCB
183926,RCB
189478,SUB
184872,SUB
161922,LCB
167498,RCB
158333,SUB
205983,RES
200090,SUB
184749,SUB
196906,SUB
212226,SUB
213125,SUB
184988,RM
189227,SUB
190093,LB
172295,SUB
170916,RB
216194,LDM
189586,GK
110146,SUB
225123,RES
204474,SUB
213133,SUB
199408,LCM
192645,ST
205871,GK
216094,SUB
152039,LCB
146530,RB
212883,SUB
47608,SUB
194334,SUB
137351,LDM
199803,RES
184981,SUB
202807,SUB
190215,RCB
